581767,0,24,13
575624,0,24,13
564854,0,25,13
529102,0,11,13
581813,0,24,13
546738,0,24,13
583281,0
569614,0
541920,0,24
540830,0,24,13
543315,0,24,13
530018,0,24,13
555669,0,24,13
536346,0,13
582311,0,24,13
590681,0,21,13
596109,0,24,13
548652,0,13
580538,0,13,3
569105,0,9,13
590258,0,24,13
560817,0,24,13
556233,0,28,13
583416,0,25,13
563028,0
542546,0,0
583013,0
576022,0,24,13
549014,0,31
577272,0,24,13
569420,0,24,13
540587,0,24,13
590231,0,25,13
535501,0
534398,0,24,13
599199,0,24,13
597177,0
566765,0,24,13
534577,0,13
573836,0,31,13
596098,0,24,13
569097,0,25,13
554779,0,24,13
525457,0,24,13
590813,0,18,13
524275,0,24,13
532309,0
538195,0,28,13
545694,0,24,13
576419,0,24,13
528935,0,24,13
524702,0,24,13
541194,0,24,13
538336,0,24,13
582607,0,24,13
569364,0,24,13
524099,0,19,13
558837,0,5,13
561215,0,24,13
552445,0,5,13
577335,0
570080,0,24,13
523486,0,24,13
565548,0,24,13
569593,0,24,13
569481,0,24,13
543266,0,24,13
562630,0,24,13
590207,0,24,13
523241,0,28,13
534144,0
554420,0,24,13
530919,0,24,13
522763,0
531150,0,24,13
589441,0,24,13
524522,0,24,13
557704,0,24,13
582206,0,28,13
591344,0,13
548444,0,24,13
569168,0,24,13
557802,0,24,13
580552,0
575635,0,24,13
580741,0,28,13
555658,0,21,13
522799,0,31,13
585087,0,28,13
562135,0,24,13
528272,0,24,13
586852,0,24,13
564059,0,13
580197,0,24,13
548943,0,24,13
581756,0,24,13
520125,0,24,13
525647,0,24,13
574507,0
529245,0,24,13
582881,0
598627,0,5,13
584639,0
553518,0,3
549905,0,24,13
582428,0,31,13
523462,0,24,13
544742,0,24,13
570602,0,24,13
531606,0,19
596681,0,24,13
591069,0
596788,0,24,13
525496,0,24,13
522840,0,9,13
551534,0,28,0,13
592723,0
572316,0
576219,0,24,13
521646,0,5,13
539649,0,24,13
578258,0,24,13
579357,0,9,13
523068,0,24,13
574971,0,27
563099,0,24,13
547502,0,24,13
545028,0,24,13
576937,0,28,13,3
596897,0,24,13
535304,0,24,13
571879,0,24,13
572325,0,24,13
596300,0,24,13
554522,0,28,13
528760,0
548242,0,24,13
548114,0,24,13
531564,0,24,13
545295,0
598031,0,31,13
584826,0,24,13
519913,0,13
598850,0,24,13
537708,0,24,13
520463,0,24,13
578992,0,12,13
519997,0,24,13
525821,0
543036,0,20
561609,0
590196,0,24,13
578576,0
541691,0,24,13
582402,0,13
548221,0,24,13
527368,0,24,13
558955,0,13
580655,0,13
569252,0,31,13
574252,0,24,13
583968,0,13
530720,0,31,25,13
599326,0,24,13
519415,0,24,13
538364,0,24,13
549860,0,24,13
591108,0,24,13
552463,0,24,13
542619,0,13,31
576630,0,28,13
589452,0,13,3
523095,0,24,13
544816,0,24,13
528754,0,9,13
584061,0,24,13
538123,0,24,13
523617,0
568664,0,24,13
597196,0,24,13
571297,0,13,3
577308,0
524933,0,24,13
598006,0,24,13
535470,0
551554,0,24,13
539348,0,24,13
527614,0,24,13
596733,0,24,13
535840,0,24,13
565441,0,21
544595,0,24,13
568155,0,21,13
557899,0,24,13
583380,0,24,13
522740,0,21
548744,0
587458,0,13
549624,0,13
598961,0,24,13
572718,0,24,13
575209,0,20
538397,0,13
545698,0,24,13
545743,0,24,13
559559,0,24,13
538482,0,24,13
526270,0,28
585084,0,28
561296,0,13
519654,0,24,13
562343,0,31,13
549875,0,31,13
592523,0,5
536165,0,24,13
532799,0,24,13
599267,0
550082,0,24,13
558365,0,28,13
556795,0,24,13
521217,0,24,13
579405,0,24,13
571767,0,31,25,13
541408,0
538257,0
570951,0,31,13
546611,0,24,13
553291,0,0
531327,0,25,13
556458,0,24,13
555926,0
571789,0,13
585919,0,21,13
544452,0,24,13
530756,0,24,13
552063,0,24,13
581452,0,24,13
598827,0,5,13
547479,0,24,13
520709,0,24,13
563515,0
546845,0,10,28,13
590138,0,11,31,13
586836,0,24,13
577858,0,24,13
581310,0
541225,0,24,13
547511,0,24,13
544658,0,24,13
524173,0,24,13
554162,0,28,13
542242,0,24,13
525789,0,24,13
547790,0,24,13
587258,0,24,13
532831,0,24,13
569996,0,24,13
567406,0,24,13
575580,0,24,13
556959,0
598953,0,24,13
566043,0,24,13
540656,0,13
561525,0,24,13
527192,0,24,13
548886,0,0,13
548209,0,24,13
539227,0,24,13
595066,0,24,13
529594,0,24,13
520075,0,28,13
584705,0,30,13
568886,0,24,13
569103,0,24,13
554031,0,24,13
557588,0,24,13
589332,0,24,13
536133,0
568433,0,24,13
577125,0,31,13
582436,0
585616,0,31,13
568857,0
563756,0,24,13
519667,0,24,13
527328,0,24,13
574804,0,24,13
522720,0,24,13
553685,0,19,13
547722,0,24,13
520946,0,24,13
585424,0,28,13
561710,0,24,13
528315,0,31,13
542467,0,24,13
544165,0,24,13
564794,0,31,21,13
530721,0,13
552597,0,24,13
559483,0,24,13
540544,0,24,13
591741,0,24,13
558858,0,9,18
