24,13
24,13
28,13
24,13
24,13
24,13
24,13
9,13
24,13
24,13
24,13
31,3,15
24,13
5,13
24,13
24,13
24,13
28,13
5,13,3
24,13
31
24,13
13,22
24,13
28,13
28,13,31
9,13
24,13
9,13
28,3
24,13
24,13
13
24,13
28,13
24,13
24,13
0,13
5,13
24,13
24,13
24,13
24,13
13
9,13
24,13
24,13
13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
5,13
28,13
24,13
13,30,31
24,13
0,13
24,13
0,13
24,13
24,13
13
19,13,31
18,13,31
24,13
28
24,13
24,13
5,13
24,13
24,13
28,13
24,13
24,13
13,31
24,13
13
24,13
24,13
24,13
31
28,13
24,13
21
24,13
24,13
3
13,22
24,13
24,13
13
5,13
28,13
24,13
24,13
13
28,5
24,13
24,13
13
24,13
24,13
24,13
24,13
9,11,25
24,13
24,13
24,13
24,13
24,13
24,13
28,13
24,13
0,13
13
5,13
24,13
13,31
24,13
13,31
0,5,13
24,13
28,13
24,13
27,31
24,13
13
24,13
24,13
24,13
24,13
29,13
24,13
24,13
24,13
24
24,13
28,13
24,13
24,13
24,13
5
28,13,30
25,31,13,15
28,13
24,13
24,13
24,13
24,13
0,13
24,13
24,13
3,5,13
24,13
5,13
31,13
24,13
24,13
28,13
24,13
24,13
2,13
3,5,13
0,28
24,13
13
13
27,3,13,31
5,13
24,13
24,13
24,13
13
24
24,13
24,13
24,13
13
24,13
10,31
24,13
13,21
24,13
24,13
24,13
13,31
24,13
3,13
24,13
24,13
13
13
24,13
24,13
13
24,13
13
20
24,13
24,13
24,13
5,13
24,13
3
9
19,13
24,13
21,13
28,13
9,28,13,25
18,13,22,31
13
24,13
24,13
13
13,21
24,13
24,13
3,13
24,13
24,13
24,13
11,2,3,22,31
24,13
21,13
24,13
19,28,13,30
24,13
3
24,13
28,13
13
24,13
24,13
24,13
24,13
3
3
24,13
9,13
13,30
13,21
13
13
3,13,31
31
28,13
24,13
24,13
0,13
9,11,13
24,13
9,13
24,13
24,13
24,13
24,13
21
24,13
24,13
24,13
13
13,22
28,13,31
24,13
24,13
24,13
24,13
32
3,13
31,28,13
24,13
24,13
24,13
24,13
24,13
2,13
28,28,28,13
24,13
31,13,21
24,13
24,13
11,13
9,13
24,13
28,13
31,13
13
3,13
24,13
13
13
24,13
24,13
9,10,5,30,13
30
28
24,13
24,13
24,13
24,13
13
25,27,13
24,13
25,26
5,13
24,13
24,13
24,13
13
28
24,13
24,13
28,13
24,13
24,13
24,13
24,13
9,11,13
13
24,13
24,13
24,13
13
9,13
24,13
31
21,13
24,13
24,13
24,13
24,13
28,13
0,13
28,13
5,13
24,13
24,13
24,13
24,13
3
9
24,13
28,13,31
24,13
13
24,13
28
13
13
24,13
13
24,13
24,13
0,13
28,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
3,13,21
24,13
24,13
24,13
24,13
24,13
28,13
9,13
24,13
24,13
24,13
24,13
5,13
3,31
24,13
24,13
24,13
24,13
21,13
24,13
24,13
13
24,13
24,13
28,13,3
28
24,13
27,28
31
24,13
31,13
28,13
24,13
24,13
3
10,31
24,13
31,13,3
31,13
24,13
28,13
24,13
9,13
22
3
24,13
24,13
24,13
10,13
24,13
24,13
24,13
24,13
24,13
28
24,13
28,13
24,13
23,13,21
24,13
5,13
28,13
13
31,13
24,13
24,13
13,3
24,13
24,13
13
10
24,13
0,13
24,13
23,13,21
13
13,29
24,13
0,13
13,22
24,13
24,13
24,13
28,13
24,13
24,13
24,13
24,13
21,13
28,13,21
21
24,13
21,13
24,13
19,13
13
24,13
28,13
3,5,13
9,13
24,13
24,13
24,13
3,28,13
3,13
24,13
28
24,13
9,5,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
5,13
24,13
13
24,13
24,13
24,13
24,13
13,3
13,31
24,13
24,13
24,13
24,13
24,13
24,13
21,13,3
5,13
24,13
3,13
24,13
28,13
24,13
24,13
13
31,5,13
24,13
24,13
24,13
24,13
24,13
24,13
22
24,13
13,30
24,13
24,13
24,13
24,13
24,13
24,13
24,13
5,13
28,13
19,13
24,13
24,13
24,13
24,13
3,13
11,13
9,13,31
24,13
0,13
24,13
24,13
24,13
11,13
24,13
24,13
24,13
3
2,28,13
24,13
28
24,13
13,3
24,13
24,13
24,13
24,13
21,13
24,13
24,13
13
24,13
3,13,6
24,13
24,13
24,13
24,13
28,13
24,13
24,13
24,13
24,13
3,12,13,22,31
24,13
31,5,13
24,13
24,13
24,13
24,13
24,13
24,13
24,13
5,13
24,13
9,13
25,13
9,25
28,2,13
24,13
9,13,31
24,13
24,13
13
24,13
27,31,13
24,13
24,13
24,13
5,13
13
24,13
24,13
21,13
24,13
24,13
27,31,13
24,13
24,13
24,13
24,13
24,13
13
24,13
11
13,21
0,13
10,13,31
24,13
24,13
24,13
3,5,13
5,13
31,13
5
11
24,13
24,13
5,13
31,13
13
24,13
24,13
24,13
24,13
5,13
24,13
24,13
13
3
24,13
13
24,13
24,13
24,13
13
24,13
24,13
24,13
2,13,21
28,13,3
5,31
13
24,13
24,13
28,19,13
28
25
31,13
24,13
13
24,13
19,13
13,22
24,13
24,13
24,13
28,13
24,13
24,13
